timestamp,experiment_name,target_file,prompt_version,config_tag,model,temperature,top_p,max_tokens,latency_ms,prompt_tokens,completion_tokens,total_tokens,invariants_count,parsed_invariants,raw_response_snippet
2026-01-13T18:33:07.640757,ACSL_CoT_Deterministic,129.c,acsl_cot,,qwen3-max,0.0,1.0,,36584.77,533,1169,1702,1,"[""x >= 1""]",
2026-01-13T18:34:02.706561,ACSL_CoT_Balanced,129.c,acsl_cot,,qwen3-max,0.7,0.9,,55060.16,533,1484,2017,1,"[""x >= 1""]",
2026-01-13T18:34:31.108142,ACSL_CoT_Creative,129.c,acsl_cot,,qwen3-max,1.0,1.0,,28398.75,533,902,1435,1,"[""x >= 1""]",
2026-01-13T23:45:51.073893,ACSL_CoT_Deterministic,129.c,acsl_cot,,kimi-k2-thinking,0.0,1.0,,272536.83,521,10350,10871,3,"[""x >= 1"", ""(x & (x-1)) == 0"", ""y == \\old(y)""]",
2026-01-13T23:48:51.332547,ACSL_CoT_Balanced,129.c,acsl_cot,,kimi-k2-thinking,0.7,0.9,,180255.29,521,7124,7645,3,"[""x >= 1"", ""\\exists integer k; 0 <= k && x == (1 << k)"", ""y == \\at(y, Pre)""]",
2026-01-13T23:51:54.365945,ACSL_CoT_Creative,129.c,acsl_cot,,kimi-k2-thinking,1.0,1.0,,183031.3,521,7601,8122,3,"[""x >= 1"", ""\\exists integer k; 0 <= k && x == 1 << k"", ""y == \\old(y)""]",
2026-01-14T13:58:20.765558,ACSL_CoT_Deterministic,129.c,acsl_cot,,glm-4.7,0.0,1.0,,17368.05,523,1330,1853,1,"[""x > 0""]",
2026-01-14T13:58:46.649697,ACSL_CoT_Balanced,129.c,acsl_cot,,glm-4.7,0.7,0.9,,25877.94,523,2156,2679,2,"[""x >= 1"", ""\\exists integer k; x == 1 << k""]",
2026-01-14T13:58:57.136735,ACSL_CoT_Creative,129.c,acsl_cot,,glm-4.7,1.0,1.0,,10484.53,523,665,1188,2,"[""x >= 1"", ""x <= 2*y""]",
2026-01-14T21:38:16.992291,acsl_cot_Balanced,129.c,acsl_cot,qwen3max,qwen3-max,0.7,0.9,,25213.99,533,669,1202,1,"[""x >= 1""]",
2026-01-14T21:38:19.766969,acsl_direct_Balanced,129.c,acsl_direct,qwen3max,qwen3-max,0.7,0.9,,2773.68,323,15,338,1,"[""x >= 1""]",
2026-01-14T21:38:23.797823,autoverus_seahorn_v1_Balanced,129.c,autoverus_seahorn_v1,qwen3max,qwen3-max,0.7,0.9,,4029.68,403,41,444,4,"[""x >= 1"", ""y >= x || x >= y"", ""x == 1 << k for some non-negative integer k (implicitly captured via inductive relation)"", ""x > 0""]",
2026-01-14T21:39:58.497067,loopy_termination_invariants_Balanced,129.c,loopy_termination_invariants,qwen3max,qwen3-max,0.7,0.9,,94697.94,683,3147,3830,0,[],
2026-01-14T21:40:50.660421,seahorn_cot_Balanced,129.c,seahorn_cot,qwen3max,qwen3-max,0.7,0.9,,52158.03,589,1371,1960,1,"[""x >= 1""]",
2026-01-14T21:40:58.729320,seahorn_cot_fewshot_Balanced,129.c,seahorn_cot_fewshot,qwen3max,qwen3-max,0.7,0.9,,8068.21,810,192,1002,1,"[""x >= 1""]",
2026-01-14T21:41:00.289408,seahorn_direct_Balanced,129.c,seahorn_direct,qwen3max,qwen3-max,0.7,0.9,,1559.55,375,15,390,1,"[""x >= 1""]",
2026-01-15T05:47:17.866479,acsl_cot_Balanced,129.c,acsl_cot,glm47,glm-4.7,0.7,0.9,,7454.73,523,638,1161,4,"[""x >= 1"", ""x < y"", ""x < 2 * y"", ""y > 1""]",
2026-01-15T05:47:18.890211,acsl_direct_Balanced,129.c,acsl_direct,glm47,glm-4.7,0.7,0.9,,1022.85,314,25,339,2,"[""x >= 1"", ""x == 2^k""]",
2026-01-15T05:47:19.917648,autoverus_seahorn_v1_Balanced,129.c,autoverus_seahorn_v1,glm47,glm-4.7,0.7,0.9,,1026.61,394,16,410,3,"[""x >= 1"", ""y >= 1"", ""x < y""]",
2026-01-15T05:47:29.394744,loopy_termination_invariants_Balanced,129.c,loopy_termination_invariants,glm47,glm-4.7,0.7,0.9,,9476.23,674,860,1534,4,"[""x >= 1"", ""y == \\at(y, LoopEntry)"", ""x < y"", ""x == 1 || x % 2 == 0""]",
2026-01-15T05:47:38.119460,seahorn_cot_Balanced,129.c,seahorn_cot,glm47,glm-4.7,0.7,0.9,,8721.95,580,693,1273,2,"[""x >= 1"", ""(x & (x - 1)) == 0""]",
2026-01-15T05:47:42.790527,seahorn_cot_fewshot_Balanced,129.c,seahorn_cot_fewshot,glm47,glm-4.7,0.7,0.9,,4669.31,798,318,1116,1,"[""x >= 1""]",
2026-01-15T05:47:43.934677,seahorn_direct_Balanced,129.c,seahorn_direct,glm47,glm-4.7,0.7,0.9,,1143.29,366,31,397,2,"[""x >= 1"", ""x % 2 == 0 || x == 1""]",
2026-01-15T09:03:58.265660,acsl_cot_Balanced,129.c,acsl_cot,qwenplus,qwen-plus,0.7,0.9,,101191.85,533,4096,4629,0,[],
2026-01-15T09:03:59.832901,acsl_direct_Balanced,129.c,acsl_direct,qwenplus,qwen-plus,0.7,0.9,,1566.43,323,22,345,2,"[""x >= 1"", ""x <= y""]",
2026-01-15T09:04:01.038102,autoverus_seahorn_v1_Balanced,129.c,autoverus_seahorn_v1,qwenplus,qwen-plus,0.7,0.9,,1204.36,403,17,420,2,"[""x >= 1"", ""x < y ⇒ x + x >= 1""]",
2026-01-15T09:04:51.282173,loopy_termination_invariants_Balanced,129.c,loopy_termination_invariants,qwenplus,qwen-plus,0.7,0.9,,50242.9,683,2048,2731,0,[],
2026-01-15T09:05:25.757000,seahorn_cot_Balanced,129.c,seahorn_cot,qwenplus,qwen-plus,0.7,0.9,,34469.65,589,1496,2085,3,"[""x >= 1"", ""x > 0"", ""(x & (x - 1)) == 0 && x > 0""]",
2026-01-15T09:06:15.605476,seahorn_cot_fewshot_Balanced,129.c,seahorn_cot_fewshot,qwenplus,qwen-plus,0.7,0.9,,49843.06,810,1808,2618,2,"[""x >= 1"", ""y > 1""]",
2026-01-15T09:06:16.919677,seahorn_direct_Balanced,129.c,seahorn_direct,qwenplus,qwen-plus,0.7,0.9,,1313.4,375,26,401,2,"[""x >= 1"", ""x <= y || x >= y""]",
