timestamp,experiment_name,target_file,prompt_version,config_tag,model,temperature,top_p,max_tokens,latency_ms,prompt_tokens,completion_tokens,total_tokens,invariants_count,parsed_invariants,raw_response_snippet
2026-01-13T17:55:11.059474,ACSL_CoT_Deterministic,113.c,acsl_cot,,qwen3-max,0.0,1.0,,71834.34,564,1889,2453,3,"[""sn == i - 1"", ""i >= 1"", ""sn >= 0""]",
2026-01-13T17:56:17.985735,ACSL_CoT_Balanced,113.c,acsl_cot,,qwen3-max,0.7,0.9,,66920.54,564,1928,2492,3,"[""sn == i - 1"", ""i >= 1"", ""sn >= 0""]",
2026-01-13T17:57:18.088526,ACSL_CoT_Creative,113.c,acsl_cot,,qwen3-max,1.0,1.0,,60096.85,564,1814,2378,3,"[""sn == i - 1"", ""i >= 1"", ""sn >= 0""]",
2026-01-13T20:28:03.658198,ACSL_CoT_Deterministic,113.c,acsl_cot,,kimi-k2-thinking,0.0,1.0,,288802.89,552,6546,7098,0,[],
2026-01-13T20:32:52.791502,ACSL_CoT_Balanced,113.c,acsl_cot,,kimi-k2-thinking,0.7,0.9,,289132.9,552,7009,7561,0,[],
2026-01-13T20:37:41.952988,ACSL_CoT_Creative,113.c,acsl_cot,,kimi-k2-thinking,1.0,1.0,,289161.04,552,7066,7618,0,[],
2026-01-14T13:48:31.626633,ACSL_CoT_Deterministic,113.c,acsl_cot,,glm-4.7,0.0,1.0,,12678.67,554,533,1087,3,"[""sn + 1 == i"", ""1 <= i && i <= n + 1"", ""0 <= sn""]",
2026-01-14T13:48:39.996056,ACSL_CoT_Balanced,113.c,acsl_cot,,glm-4.7,0.7,0.9,,8366.24,554,703,1257,5,"[""sn == i - 1"", ""1 <= i"", ""i <= n + 1"", ""0 <= sn"", ""sn <= n""]",
2026-01-14T13:48:47.387646,ACSL_CoT_Creative,113.c,acsl_cot,,glm-4.7,1.0,1.0,,7388.85,554,554,1108,3,"[""sn == i - 1"", ""0 <= sn"", ""sn <= n - 1""]",
2026-01-14T20:43:41.610808,acsl_cot_Balanced,113.c,acsl_cot,qwen3max,qwen3-max,0.7,0.9,,25734.93,564,725,1289,5,"[""sn == i - 1"", ""i >= 1"", ""sn >= 0"", ""i <= n + 1"", ""sn <= n""]",
2026-01-14T20:43:44.515881,acsl_direct_Balanced,113.c,acsl_direct,qwen3max,qwen3-max,0.7,0.9,,2904.52,354,39,393,3,"[""0 <= i && i <= n + 1"", ""sn == i - 1"", ""sn >= 0""]",
2026-01-14T20:43:46.164249,autoverus_seahorn_v1_Balanced,113.c,autoverus_seahorn_v1,qwen3max,qwen3-max,0.7,0.9,,1647.65,434,19,453,3,"[""sn == i - 1"", ""i >= 1"", ""sn >= 0""]",
2026-01-14T20:45:39.175485,loopy_termination_invariants_Balanced,113.c,loopy_termination_invariants,qwen3max,qwen3-max,0.7,0.9,,113009.63,714,4096,4810,0,[],
2026-01-14T20:45:59.540326,seahorn_cot_Balanced,113.c,seahorn_cot,qwen3max,qwen3-max,0.7,0.9,,20361.33,620,656,1276,4,"[""sn == i - 1"", ""i >= 1"", ""sn >= 0"", ""i == sn + 1""]",
2026-01-14T20:46:20.532224,seahorn_cot_fewshot_Balanced,113.c,seahorn_cot_fewshot,qwen3max,qwen3-max,0.7,0.9,,20990.32,841,600,1441,2,"[""sn == i - 1"", ""i >= 1""]",
2026-01-14T20:46:23.495844,seahorn_direct_Balanced,113.c,seahorn_direct,qwen3max,qwen3-max,0.7,0.9,,2962.83,406,25,431,2,"[""sn == i - 1"", ""i >= 1""]",
2026-01-15T05:34:14.096119,acsl_cot_Balanced,113.c,acsl_cot,glm47,glm-4.7,0.7,0.9,,16907.94,554,523,1077,4,"[""sn == i - 1"", ""1 <= i <= n"", ""0 <= sn"", ""sn <= n - 1""]",
2026-01-15T05:34:15.287512,acsl_direct_Balanced,113.c,acsl_direct,glm47,glm-4.7,0.7,0.9,,1190.5,345,33,378,3,"[""sn == i - 1"", ""sn >= 0"", ""i >= 1""]",
2026-01-15T05:34:16.314871,autoverus_seahorn_v1_Balanced,113.c,autoverus_seahorn_v1,glm47,glm-4.7,0.7,0.9,,1026.5,425,19,444,3,"[""sn >= 0"", ""i >= 1"", ""sn == i - 1""]",
2026-01-15T05:34:24.740766,loopy_termination_invariants_Balanced,113.c,loopy_termination_invariants,glm47,glm-4.7,0.7,0.9,,8424.87,705,634,1339,7,"[""sn == i - 1"", ""i <= n + 1"", ""sn <= n"", ""sn >= 0"", ""i >= 1"", ""n <= 2147483647"", ""n >= -2147483648""]",
2026-01-15T05:34:29.175827,seahorn_cot_Balanced,113.c,seahorn_cot,glm47,glm-4.7,0.7,0.9,,4434.0,611,275,886,3,"[""sn == i - 1"", ""0 <= i"", ""i <= n + 1""]",
2026-01-15T05:34:34.307272,seahorn_cot_fewshot_Balanced,113.c,seahorn_cot_fewshot,glm47,glm-4.7,0.7,0.9,,5129.58,829,320,1149,4,"[""sn == i - 1"", ""sn < i"", ""1 <= i"", ""0 <= sn""]",
2026-01-15T05:34:35.361709,seahorn_direct_Balanced,113.c,seahorn_direct,glm47,glm-4.7,0.7,0.9,,1053.56,397,24,421,2,"[""0 <= sn"", ""sn == i - 1""]",
2026-01-15T08:14:50.180255,acsl_cot_Balanced,113.c,acsl_cot,qwenplus,qwen-plus,0.7,0.9,,90016.09,564,3645,4209,0,[],
2026-01-15T08:14:51.519432,acsl_direct_Balanced,113.c,acsl_direct,qwenplus,qwen-plus,0.7,0.9,,1337.97,354,39,393,3,"[""0 <= i && i <= n + 1"", ""sn == i - 1"", ""sn >= 0""]",
2026-01-15T08:14:53.461422,autoverus_seahorn_v1_Balanced,113.c,autoverus_seahorn_v1,qwenplus,qwen-plus,0.7,0.9,,1940.9,434,33,467,5,"[""i >= 1"", ""sn >= 0"", ""sn == i - 1"", ""n >= 0"", ""i <= n + 1""]",
2026-01-15T08:15:35.660019,loopy_termination_invariants_Balanced,113.c,loopy_termination_invariants,qwenplus,qwen-plus,0.7,0.9,,42197.29,714,2048,2762,0,[],
2026-01-15T08:17:00.426506,seahorn_cot_Balanced,113.c,seahorn_cot,qwenplus,qwen-plus,0.7,0.9,,84758.67,620,3974,4594,3,"[""sn == i - 1"", ""i >= 1"", ""sn >= 0""]",
2026-01-15T08:17:37.831910,seahorn_cot_fewshot_Balanced,113.c,seahorn_cot_fewshot,qwenplus,qwen-plus,0.7,0.9,,37400.76,841,1274,2115,3,"[""i == sn + 1"", ""i >= 1"", ""sn >= 0""]",
2026-01-15T08:17:39.377114,seahorn_direct_Balanced,113.c,seahorn_direct,qwenplus,qwen-plus,0.7,0.9,,1544.21,406,39,445,3,"[""0 <= i && i <= n + 1"", ""sn == i - 1"", ""sn >= 0""]",
