timestamp,experiment_name,target_file,prompt_version,config_tag,model,temperature,top_p,max_tokens,latency_ms,prompt_tokens,completion_tokens,total_tokens,invariants_count,parsed_invariants,raw_response_snippet
2026-01-13T21:38:23.300334,ACSL_CoT_Deterministic,52.c,acsl_cot,,qwen3-max,0.0,1.0,,44833.78,584,1770,2354,1,"[""0 <= c <= 4""]",
2026-01-13T21:38:52.094407,ACSL_CoT_Balanced,52.c,acsl_cot,,qwen3-max,0.7,0.9,,28789.15,584,1088,1672,1,"[""0 <= c && c <= 4""]",
2026-01-13T21:39:36.582436,ACSL_CoT_Creative,52.c,acsl_cot,,qwen3-max,1.0,1.0,,44483.06,584,1479,2063,1,"[""0 <= c && c <= 4""]",
2026-01-14T07:59:22.903191,ACSL_CoT_Deterministic,52.c,acsl_cot,,kimi-k2-thinking,0.0,1.0,,276326.95,573,11162,11735,3,"[""0 <= c"", ""c <= 4"", ""0 <= c && c <= 4""]",
2026-01-14T08:02:58.206503,ACSL_CoT_Balanced,52.c,acsl_cot,,kimi-k2-thinking,0.7,0.9,,215300.67,573,8801,9374,1,"[""0 <= c && c <= 4""]",
2026-01-14T08:06:27.716247,ACSL_CoT_Creative,52.c,acsl_cot,,kimi-k2-thinking,1.0,1.0,,209506.68,573,7967,8540,2,"[""0 <= c"", ""c <= 4""]",
2026-01-14T14:52:03.418679,ACSL_CoT_Deterministic,52.c,acsl_cot,,glm-4.7,0.0,1.0,,11864.06,575,679,1254,1,"[""0 <= c && c <= 4""]",
2026-01-14T14:52:17.056549,ACSL_CoT_Balanced,52.c,acsl_cot,,glm-4.7,0.7,0.9,,13634.72,575,924,1499,1,"[""0 <= c && c <= 4""]",
2026-01-14T14:53:40.930195,ACSL_CoT_Creative,52.c,acsl_cot,,glm-4.7,1.0,1.0,,83870.16,575,849,1424,1,"[""0 <= c && c <= 4""]",
2026-01-15T01:18:31.936885,acsl_cot_Balanced,52.c,acsl_cot,qwen3max,qwen3-max,0.7,0.9,,23332.5,584,675,1259,1,"[""0 <= c <= 4""]",
2026-01-15T01:18:33.530967,acsl_direct_Balanced,52.c,acsl_direct,qwen3max,qwen3-max,0.7,0.9,,1593.18,374,19,393,1,"[""0 <= c && c <= 4""]",
2026-01-15T01:18:35.415279,autoverus_seahorn_v1_Balanced,52.c,autoverus_seahorn_v1,qwen3max,qwen3-max,0.7,0.9,,1883.6,454,11,465,2,"[""c >= 0"", ""c <= 4""]",
2026-01-15T01:20:01.623406,loopy_termination_invariants_Balanced,52.c,loopy_termination_invariants,qwen3max,qwen3-max,0.7,0.9,,86206.79,734,2643,3377,0,[],
2026-01-15T01:20:27.088985,seahorn_cot_Balanced,52.c,seahorn_cot,qwen3max,qwen3-max,0.7,0.9,,25462.57,640,742,1382,1,"[""0 <= c && c <= 4""]",
2026-01-15T01:20:40.765015,seahorn_cot_fewshot_Balanced,52.c,seahorn_cot_fewshot,qwen3max,qwen3-max,0.7,0.9,,13674.14,861,320,1181,1,"[""c >= 0 && c <= 4""]",
2026-01-15T01:20:42.663021,seahorn_direct_Balanced,52.c,seahorn_direct,qwen3max,qwen3-max,0.7,0.9,,1897.18,426,19,445,1,"[""0 <= c && c <= 4""]",
2026-01-15T06:29:29.787856,acsl_cot_Balanced,52.c,acsl_cot,glm47,glm-4.7,0.7,0.9,,9334.08,575,728,1303,1,"[""0 <= c && c <= 4""]",
2026-01-15T06:29:30.990825,acsl_direct_Balanced,52.c,acsl_direct,glm47,glm-4.7,0.7,0.9,,1202.0,366,23,389,2,"[""c >= 0"", ""c <= 4""]",
2026-01-15T06:29:31.969285,autoverus_seahorn_v1_Balanced,52.c,autoverus_seahorn_v1,glm47,glm-4.7,0.7,0.9,,977.82,446,11,457,2,"[""c >= 0"", ""c <= 4""]",
2026-01-15T06:29:40.636682,loopy_termination_invariants_Balanced,52.c,loopy_termination_invariants,glm47,glm-4.7,0.7,0.9,,8666.48,726,702,1428,0,[],
2026-01-15T06:29:45.479163,seahorn_cot_Balanced,52.c,seahorn_cot,glm47,glm-4.7,0.7,0.9,,4840.61,632,371,1003,2,"[""c >= 0"", ""c <= 4""]",
2026-01-15T06:29:50.524921,seahorn_cot_fewshot_Balanced,52.c,seahorn_cot_fewshot,glm47,glm-4.7,0.7,0.9,,5044.92,850,426,1276,1,"[""0 <= c && c <= 4""]",
2026-01-15T06:29:51.596638,seahorn_direct_Balanced,52.c,seahorn_direct,glm47,glm-4.7,0.7,0.9,,1070.93,418,23,441,2,"[""c >= 0"", ""c <= 4""]",
2026-01-15T12:06:39.364439,acsl_cot_Balanced,52.c,acsl_cot,qwenplus,qwen-plus,0.7,0.9,,51192.34,584,2178,2762,2,"[""0 <= c"", ""c <= 4""]",
2026-01-15T12:06:40.591067,acsl_direct_Balanced,52.c,acsl_direct,qwenplus,qwen-plus,0.7,0.9,,1225.77,374,19,393,1,"[""0 <= c && c <= 4""]",
2026-01-15T12:06:41.556942,autoverus_seahorn_v1_Balanced,52.c,autoverus_seahorn_v1,qwenplus,qwen-plus,0.7,0.9,,965.09,454,11,465,2,"[""c >= 0"", ""c <= 4""]",
2026-01-15T12:07:27.131061,loopy_termination_invariants_Balanced,52.c,loopy_termination_invariants,qwenplus,qwen-plus,0.7,0.9,,45572.64,734,2048,2782,0,[],
2026-01-15T12:08:06.111382,seahorn_cot_Balanced,52.c,seahorn_cot,qwenplus,qwen-plus,0.7,0.9,,38975.7,640,1509,2149,3,"[""c >= 0"", ""c <= 4"", ""c >= 0 && c <= 4""]",
2026-01-15T12:08:23.630430,seahorn_cot_fewshot_Balanced,52.c,seahorn_cot_fewshot,qwenplus,qwen-plus,0.7,0.9,,17515.83,861,830,1691,3,"[""c >= 0"", ""c <= 4"", ""0 <= c && c <= 4""]",
2026-01-15T12:08:24.881879,seahorn_direct_Balanced,52.c,seahorn_direct,qwenplus,qwen-plus,0.7,0.9,,1250.6,426,23,449,2,"[""c >= 0"", ""c <= 4""]",
