timestamp,experiment_name,target_file,prompt_version,config_tag,model,temperature,top_p,max_tokens,latency_ms,prompt_tokens,completion_tokens,total_tokens,invariants_count,parsed_invariants,raw_response_snippet
2026-01-13T23:22:02.628019,ACSL_CoT_Deterministic,78.c,acsl_cot,,qwen3-max,0.0,1.0,,29275.47,564,862,1426,5,"[""0 <= i"", ""i <= y"", ""y >= 0"", ""x >= y"", ""x >= 0""]",
2026-01-13T23:22:32.449160,ACSL_CoT_Balanced,78.c,acsl_cot,,qwen3-max,0.7,0.9,,29817.45,564,851,1415,2,"[""0 <= i"", ""i <= y""]",
2026-01-13T23:23:02.485723,ACSL_CoT_Creative,78.c,acsl_cot,,qwen3-max,1.0,1.0,,30032.69,564,985,1549,2,"[""0 <= i"", ""i <= y""]",
2026-01-14T13:04:25.441993,ACSL_CoT_Deterministic,78.c,acsl_cot,,kimi-k2-thinking,0.0,1.0,,190154.65,553,5689,6242,3,"[""0 <= i"", ""i <= y"", ""y >= 0""]",
2026-01-14T13:09:14.377554,ACSL_CoT_Balanced,78.c,acsl_cot,,kimi-k2-thinking,0.7,0.9,,288935.07,553,7110,7663,0,[],
2026-01-14T13:12:04.154358,ACSL_CoT_Creative,78.c,acsl_cot,,kimi-k2-thinking,1.0,1.0,,169774.19,553,5220,5773,3,"[""0 <= i"", ""i <= y"", ""y >= 0""]",
2026-01-14T15:18:41.158490,ACSL_CoT_Deterministic,78.c,acsl_cot,,glm-4.7,0.0,1.0,,27031.49,555,1310,1865,5,"[""0 <= i"", ""i <= y"", ""x >= y"", ""y >= 0"", ""x >= 0""]",
2026-01-14T15:18:51.264340,ACSL_CoT_Balanced,78.c,acsl_cot,,glm-4.7,0.7,0.9,,10103.95,555,677,1232,2,"[""0 <= i"", ""i <= y""]",
2026-01-14T15:19:01.727331,ACSL_CoT_Creative,78.c,acsl_cot,,glm-4.7,1.0,1.0,,10460.03,555,701,1256,5,"[""y >= 0"", ""0 <= i"", ""i <= y"", ""x >= y"", ""x >= 0""]",
2026-01-15T03:25:58.880197,acsl_cot_Balanced,78.c,acsl_cot,qwen3max,qwen3-max,0.7,0.9,,32371.66,564,1216,1780,2,"[""0 <= i"", ""i <= y""]",
2026-01-15T03:26:01.106116,acsl_direct_Balanced,78.c,acsl_direct,qwen3max,qwen3-max,0.7,0.9,,2224.82,354,44,398,5,"[""0 <= i"", ""i <= y"", ""x >= y"", ""x >= 0"", ""y >= 0""]",
2026-01-15T03:26:02.645574,autoverus_seahorn_v1_Balanced,78.c,autoverus_seahorn_v1,qwen3max,qwen3-max,0.7,0.9,,1538.52,434,27,461,5,"[""i >= 0"", ""i <= y"", ""x >= 0"", ""y >= 0"", ""x >= y""]",
2026-01-15T03:28:02.141431,loopy_termination_invariants_Balanced,78.c,loopy_termination_invariants,qwen3max,qwen3-max,0.7,0.9,,119494.64,714,3511,4225,0,[],
2026-01-15T03:28:18.882828,seahorn_cot_Balanced,78.c,seahorn_cot,qwen3max,qwen3-max,0.7,0.9,,16738.81,620,464,1084,3,"[""0 <= i"", ""i <= y"", ""0 <= i && i <= y""]",
2026-01-15T03:28:25.070613,seahorn_cot_fewshot_Balanced,78.c,seahorn_cot_fewshot,qwen3max,qwen3-max,0.7,0.9,,6186.37,841,155,996,2,"[""0 <= i"", ""i <= y""]",
2026-01-15T03:28:26.700968,seahorn_direct_Balanced,78.c,seahorn_direct,qwen3max,qwen3-max,0.7,0.9,,1629.47,406,21,427,2,"[""0 <= i"", ""i <= y""]",
2026-01-15T06:51:06.452671,acsl_cot_Balanced,78.c,acsl_cot,glm47,glm-4.7,0.7,0.9,,9722.43,555,746,1301,6,"[""x >= 0"", ""y >= 0"", ""x >= y"", ""i >= 0"", ""i <= y"", ""i <= x""]",
2026-01-15T06:51:07.992614,acsl_direct_Balanced,78.c,acsl_direct,glm47,glm-4.7,0.7,0.9,,1538.92,346,44,390,5,"[""0 <= i"", ""i <= y"", ""x >= 0"", ""y >= 0"", ""x >= y""]",
2026-01-15T06:51:09.278500,autoverus_seahorn_v1_Balanced,78.c,autoverus_seahorn_v1,glm47,glm-4.7,0.7,0.9,,1284.94,426,27,453,5,"[""i >= 0"", ""x >= 0"", ""y >= 0"", ""x >= y"", ""i <= y""]",
