timestamp,experiment_name,target_file,prompt_version,config_tag,model,temperature,top_p,max_tokens,latency_ms,prompt_tokens,completion_tokens,total_tokens,invariants_count,parsed_invariants,raw_response_snippet
2026-01-13T23:34:58.030821,ACSL_CoT_Deterministic,82.c,acsl_cot,,qwen3-max,0.0,1.0,,54806.93,587,1735,2322,4,"[""0 <= i"", ""i <= y"", ""y >= 0"", ""x >= y""]",
2026-01-13T23:36:07.843931,ACSL_CoT_Balanced,82.c,acsl_cot,,qwen3-max,0.7,0.9,,69806.83,587,2187,2774,4,"[""0 <= i"", ""i <= y"", ""y >= 0"", ""x >= y""]",
2026-01-13T23:37:40.954331,ACSL_CoT_Creative,82.c,acsl_cot,,qwen3-max,1.0,1.0,,93103.56,587,2695,3282,3,"[""i >= 0"", ""i <= y"", ""x >= y""]",
2026-01-14T14:09:24.451583,ACSL_CoT_Deterministic,82.c,acsl_cot,,kimi-k2-thinking,0.0,1.0,,288780.59,576,8615,9191,0,[],
2026-01-14T14:12:12.681951,ACSL_CoT_Balanced,82.c,acsl_cot,,kimi-k2-thinking,0.7,0.9,,168228.26,576,5345,5921,3,"[""0 <= i"", ""i <= y"", ""i <= x""]",
2026-01-14T14:17:01.475048,ACSL_CoT_Creative,82.c,acsl_cot,,kimi-k2-thinking,1.0,1.0,,288792.67,576,3912,4488,0,[],
2026-01-14T15:23:50.209205,ACSL_CoT_Deterministic,82.c,acsl_cot,,glm-4.7,0.0,1.0,,11018.82,578,742,1320,4,"[""i >= 0"", ""i <= x"", ""y >= 0"", ""x >= y""]",
2026-01-14T15:24:03.903938,ACSL_CoT_Balanced,82.c,acsl_cot,,glm-4.7,0.7,0.9,,13691.19,578,928,1506,6,"[""0 <= i"", ""i <= y"", ""i <= x"", ""x >= y"", ""y >= 0"", ""x >= 0""]",
2026-01-14T15:24:20.071999,ACSL_CoT_Creative,82.c,acsl_cot,,glm-4.7,1.0,1.0,,16165.3,578,538,1116,4,"[""i >= 0"", ""i <= y"", ""y <= x"", ""i <= x""]",
2026-01-15T03:44:19.870227,acsl_cot_Balanced,82.c,acsl_cot,qwen3max,qwen3-max,0.7,0.9,,36327.95,587,953,1540,5,"[""0 <= i"", ""i <= y"", ""x >= y"", ""y >= 0"", ""x >= 0""]",
