timestamp,experiment_name,target_file,prompt_version,config_tag,model,temperature,top_p,max_tokens,latency_ms,prompt_tokens,completion_tokens,total_tokens,invariants_count,parsed_invariants,raw_response_snippet
2026-01-13T17:38:56.551031,ACSL_CoT_Deterministic,11.c,acsl_cot,,qwen3-max,0.0,1.0,,99526.86,586,3278,3864,3,"[""x >= 0"", ""y >= 0"", ""(-10 <= x - y) && (x - y <= 10)""]",
2026-01-13T17:40:47.861117,ACSL_CoT_Balanced,11.c,acsl_cot,,qwen3-max,0.7,0.9,,111301.16,586,2981,3567,3,"[""x >= 0"", ""y >= 0"", ""x - y == \\at(x - y, Pre)""]",
2026-01-13T17:41:54.134453,ACSL_CoT_Creative,11.c,acsl_cot,,qwen3-max,1.0,1.0,,66267.66,586,2172,2758,4,"[""x >= 0"", ""y >= 0"", ""y >= x - 10"", ""y <= x + 10""]",
2026-01-13T19:31:29.451991,ACSL_CoT_Deterministic,11.c,acsl_cot,,kimi-k2-thinking,0.0,1.0,,224769.03,570,10351,10921,3,"[""x - y == \\at(x - y, Pre)"", ""0 <= x"", ""0 <= y""]",
2026-01-13T19:35:39.710266,ACSL_CoT_Balanced,11.c,acsl_cot,,kimi-k2-thinking,0.7,0.9,,250256.04,570,10424,10994,3,"[""x - y >= -10 && x - y <= 10"", ""x >= 0"", ""y >= 0""]",
2026-01-13T19:40:28.591408,ACSL_CoT_Creative,11.c,acsl_cot,,kimi-k2-thinking,1.0,1.0,,288880.71,570,11948,12518,0,[],
2026-01-14T13:45:42.868104,ACSL_CoT_Deterministic,11.c,acsl_cot,,glm-4.7,0.0,1.0,,12683.51,572,562,1134,4,"[""x > 0"", ""y > 0"", ""x % 10 == y % 10"", ""x - y == \\at(x - y, Pre)""]",
2026-01-14T13:46:00.284822,ACSL_CoT_Balanced,11.c,acsl_cot,,glm-4.7,0.7,0.9,,17414.64,572,688,1260,5,"[""x % 10 == \\at(x, Pre) % 10"", ""y % 10 == \\at(y, Pre) % 10"", ""x - y == \\at(x, Pre) - \\at(y, Pre)"", ""x >= 0"", ""y >= 0""]",
2026-01-14T13:46:10.423591,ACSL_CoT_Creative,11.c,acsl_cot,,glm-4.7,1.0,1.0,,10136.53,572,456,1028,5,"[""x - y == \\\\old(x) - \\\\old(y)"", ""x % 10 == \\\\old(x) % 10"", ""y % 10 == \\\\old(y) % 10"", ""x >= 0"", ""y >= 0""]",
2026-01-14T20:26:57.625412,acsl_cot_Balanced,11.c,acsl_cot,qwen3max,qwen3-max,0.7,0.9,,99909.38,586,2809,3395,4,"[""x >= 0"", ""y >= 0"", ""x - y >= -10"", ""x - y <= 10""]",
2026-01-14T20:27:01.197594,acsl_direct_Balanced,11.c,acsl_direct,qwen3max,qwen3-max,0.7,0.9,,3570.88,376,60,436,5,"[""x == y"", ""x >= 0"", ""y >= 0"", ""x <= 10 + 10 * i"", ""y <= 10 + 10 * i""]",
2026-01-14T20:27:03.699832,autoverus_seahorn_v1_Balanced,11.c,autoverus_seahorn_v1,qwen3max,qwen3-max,0.7,0.9,,2501.11,456,55,511,5,"[""x >= 0"", ""x <= 10 + 10 * (x / 10)"", ""y >= 0"", ""y <= 10 + 10 * (y / 10)"", ""x - y == 0""]",
2026-01-14T20:29:07.228203,loopy_termination_invariants_Balanced,11.c,loopy_termination_invariants,qwen3max,qwen3-max,0.7,0.9,,123527.04,736,4011,4747,0,[],
2026-01-14T20:29:56.859985,seahorn_cot_Balanced,11.c,seahorn_cot,qwen3max,qwen3-max,0.7,0.9,,49626.2,642,1656,2298,4,"[""x >= 0"", ""y >= 0"", ""x - y <= 10"", ""x - y >= -10""]",
2026-01-14T20:31:27.208209,seahorn_cot_fewshot_Balanced,11.c,seahorn_cot_fewshot,qwen3max,qwen3-max,0.7,0.9,,90337.79,863,2992,3855,4,"[""x >= 0"", ""y >= 0"", ""x - y >= -10"", ""x - y <= 10""]",
2026-01-14T20:31:30.126211,seahorn_direct_Balanced,11.c,seahorn_direct,qwen3max,qwen3-max,0.7,0.9,,2917.41,428,60,488,5,"[""x == y"", ""x >= 0"", ""y >= 0"", ""x <= 10 || x >= 20"", ""y <= 10 || y >= 20""]",
2026-01-15T05:31:15.019938,acsl_cot_Balanced,11.c,acsl_cot,glm47,glm-4.7,0.7,0.9,,10867.24,572,878,1450,3,"[""y - x == \\old(y) - \\old(x)"", ""x % 10 == \\old(x) % 10"", ""y % 10 == \\old(y) % 10""]",
2026-01-15T05:31:16.740079,acsl_direct_Balanced,11.c,acsl_direct,glm47,glm-4.7,0.7,0.9,,1718.78,363,78,441,7,"[""x >= 0"", ""y >= 0"", ""x <= 10 || x >= 20"", ""y <= 10 || y >= 20"", ""x % 10 == 0"", ""y % 10 == 0"", ""x == y""]",
