timestamp,experiment_name,target_file,prompt_version,config_tag,model,temperature,top_p,max_tokens,latency_ms,prompt_tokens,completion_tokens,total_tokens,invariants_count,parsed_invariants,raw_response_snippet
2026-01-13T20:30:20.015988,ACSL_CoT_Deterministic,36.c,acsl_cot,,qwen3-max,0.0,1.0,,55300.01,579,1989,2568,1,"[""0 <= c && c <= 40""]",
2026-01-13T20:31:09.095446,ACSL_CoT_Balanced,36.c,acsl_cot,,qwen3-max,0.7,0.9,,49074.36,579,1429,2008,1,"[""0 <= c && c <= 40""]",
2026-01-13T20:32:13.287999,ACSL_CoT_Creative,36.c,acsl_cot,,qwen3-max,1.0,1.0,,64185.34,579,2137,2716,1,"[""0 <= c <= 40""]",
2026-01-14T04:51:45.455461,ACSL_CoT_Deterministic,36.c,acsl_cot,,kimi-k2-thinking,0.0,1.0,,288874.36,564,7452,8016,0,[],
2026-01-14T04:54:42.008388,ACSL_CoT_Balanced,36.c,acsl_cot,,kimi-k2-thinking,0.7,0.9,,176550.58,564,6999,7563,1,"[""0 <= c && c <= 40""]",
2026-01-14T04:59:30.982846,ACSL_CoT_Creative,36.c,acsl_cot,,kimi-k2-thinking,1.0,1.0,,288973.96,564,12952,13516,0,[],
2026-01-14T14:30:07.399117,ACSL_CoT_Deterministic,36.c,acsl_cot,,glm-4.7,0.0,1.0,,107393.39,566,867,1433,1,"[""0 <= c && c <= 40""]",
2026-01-14T14:30:24.685857,ACSL_CoT_Balanced,36.c,acsl_cot,,glm-4.7,0.7,0.9,,17284.08,566,647,1213,1,"[""0 <= c && c <= 40""]",
2026-01-14T14:30:39.094068,ACSL_CoT_Creative,36.c,acsl_cot,,glm-4.7,1.0,1.0,,14405.41,566,679,1245,1,"[""0 <= c && c <= 40""]",
2026-01-14T23:54:18.383496,acsl_cot_Balanced,36.c,acsl_cot,qwen3max,qwen3-max,0.7,0.9,,52009.7,579,1387,1966,1,"[""0 <= c <= 40""]",
2026-01-14T23:54:20.926767,acsl_direct_Balanced,36.c,acsl_direct,qwen3max,qwen3-max,0.7,0.9,,2542.4,369,20,389,1,"[""0 <= c && c <= 40""]",
2026-01-14T23:54:23.092667,autoverus_seahorn_v1_Balanced,36.c,autoverus_seahorn_v1,qwen3max,qwen3-max,0.7,0.9,,2165.2,449,12,461,2,"[""c >= 0"", ""c <= 40""]",
2026-01-14T23:56:05.662282,loopy_termination_invariants_Balanced,36.c,loopy_termination_invariants,qwen3max,qwen3-max,0.7,0.9,,102568.61,729,2894,3623,0,[],
2026-01-14T23:56:29.543044,seahorn_cot_Balanced,36.c,seahorn_cot,qwen3max,qwen3-max,0.7,0.9,,23878.05,635,679,1314,1,"[""0 <= c && c <= 40""]",
2026-01-14T23:57:01.818058,seahorn_cot_fewshot_Balanced,36.c,seahorn_cot_fewshot,qwen3max,qwen3-max,0.7,0.9,,32273.44,856,1104,1960,1,"[""c >= 0 && c <= 40""]",
2026-01-14T23:57:03.520164,seahorn_direct_Balanced,36.c,seahorn_direct,qwen3max,qwen3-max,0.7,0.9,,1701.43,421,16,437,1,"[""c <= 40""]",
2026-01-15T06:14:54.122366,acsl_cot_Balanced,36.c,acsl_cot,glm47,glm-4.7,0.7,0.9,,9189.0,566,745,1311,2,"[""c >= 0"", ""c <= 40""]",
2026-01-15T06:14:55.346583,acsl_direct_Balanced,36.c,acsl_direct,glm47,glm-4.7,0.7,0.9,,1223.37,357,23,380,2,"[""c >= 0"", ""c <= 40""]",
2026-01-15T06:14:56.445259,autoverus_seahorn_v1_Balanced,36.c,autoverus_seahorn_v1,glm47,glm-4.7,0.7,0.9,,1097.99,437,11,448,2,"[""c >= 0"", ""c <= 40""]",
2026-01-15T06:15:02.555948,loopy_termination_invariants_Balanced,36.c,loopy_termination_invariants,glm47,glm-4.7,0.7,0.9,,6110.0,717,449,1166,2,"[""c >= 0"", ""c <= 40""]",
2026-01-15T06:15:10.806090,seahorn_cot_Balanced,36.c,seahorn_cot,glm47,glm-4.7,0.7,0.9,,8247.34,623,720,1343,2,"[""c >= 0"", ""c <= 40""]",
2026-01-15T06:15:15.231644,seahorn_cot_fewshot_Balanced,36.c,seahorn_cot_fewshot,glm47,glm-4.7,0.7,0.9,,4423.76,841,300,1141,1,"[""c <= 40""]",
2026-01-15T06:15:16.353141,seahorn_direct_Balanced,36.c,seahorn_direct,glm47,glm-4.7,0.7,0.9,,1120.65,409,23,432,2,"[""c >= 0"", ""c <= 40""]",
2026-01-15T10:56:29.652692,acsl_cot_Balanced,36.c,acsl_cot,qwenplus,qwen-plus,0.7,0.9,,45108.74,579,1937,2516,3,"[""0 <= c"", ""c <= 40"", ""0 <= c && c <= 40""]",
2026-01-15T10:56:30.974309,acsl_direct_Balanced,36.c,acsl_direct,qwenplus,qwen-plus,0.7,0.9,,1320.75,369,20,389,1,"[""0 <= c && c <= 41""]",
2026-01-15T10:56:32.192056,autoverus_seahorn_v1_Balanced,36.c,autoverus_seahorn_v1,qwenplus,qwen-plus,0.7,0.9,,1217.03,449,12,461,2,"[""c >= 0"", ""c <= 40""]",
2026-01-15T10:57:28.248040,loopy_termination_invariants_Balanced,36.c,loopy_termination_invariants,qwenplus,qwen-plus,0.7,0.9,,56054.86,729,2048,2777,0,[],
2026-01-15T10:57:56.263748,seahorn_cot_Balanced,36.c,seahorn_cot,qwenplus,qwen-plus,0.7,0.9,,28011.41,635,1167,1802,2,"[""c >= 0"", ""c <= 40""]",
2026-01-15T10:58:26.958728,seahorn_cot_fewshot_Balanced,36.c,seahorn_cot_fewshot,qwenplus,qwen-plus,0.7,0.9,,30690.03,856,1323,2179,3,"[""c >= 0"", ""c <= 40"", ""c >= 0 && c <= 40""]",
2026-01-15T10:58:28.861858,seahorn_direct_Balanced,36.c,seahorn_direct,qwenplus,qwen-plus,0.7,0.9,,1902.09,421,24,445,2,"[""c >= 0"", ""c <= 40""]",
