timestamp,experiment_name,target_file,prompt_version,config_tag,model,temperature,top_p,max_tokens,latency_ms,prompt_tokens,completion_tokens,total_tokens,invariants_count,parsed_invariants,raw_response_snippet
2026-01-13T21:21:00.805322,ACSL_CoT_Deterministic,48.c,acsl_cot,,qwen3-max,0.0,1.0,,75610.32,584,2208,2792,2,"[""n > 0"", ""0 <= c <= n""]",
2026-01-13T21:21:50.764589,ACSL_CoT_Balanced,48.c,acsl_cot,,qwen3-max,0.7,0.9,,49953.28,584,1815,2399,2,"[""n > 0"", ""0 <= c <= n""]",
2026-01-13T21:23:00.848860,ACSL_CoT_Creative,48.c,acsl_cot,,qwen3-max,1.0,1.0,,70077.2,584,2015,2599,2,"[""n > 0"", ""0 <= c <= n""]",
2026-01-14T07:08:22.906452,ACSL_CoT_Deterministic,48.c,acsl_cot,,kimi-k2-thinking,0.0,1.0,,178873.65,573,7945,8518,2,"[""0 <= c <= n"", ""n > 0""]",
2026-01-14T07:11:49.426056,ACSL_CoT_Balanced,48.c,acsl_cot,,kimi-k2-thinking,0.7,0.9,,206517.42,573,9111,9684,2,"[""0 <= c && c <= n"", ""n > 0""]",
2026-01-14T07:14:39.493316,ACSL_CoT_Creative,48.c,acsl_cot,,kimi-k2-thinking,1.0,1.0,,170065.8,573,6982,7555,2,"[""0 <= c && c <= n"", ""n > 0""]",
2026-01-14T14:48:47.351500,ACSL_CoT_Deterministic,48.c,acsl_cot,,glm-4.7,0.0,1.0,,8930.03,575,600,1175,2,"[""0 <= c"", ""c <= n""]",
2026-01-14T14:49:07.438844,ACSL_CoT_Balanced,48.c,acsl_cot,,glm-4.7,0.7,0.9,,20082.99,575,1373,1948,3,"[""0 <= c"", ""c <= n"", ""n > 0""]",
2026-01-14T14:49:25.261079,ACSL_CoT_Creative,48.c,acsl_cot,,glm-4.7,1.0,1.0,,17818.03,575,1122,1697,2,"[""1 <= c && c <= n"", ""n > 0""]",
2026-01-15T00:58:16.484694,acsl_cot_Balanced,48.c,acsl_cot,qwen3max,qwen3-max,0.7,0.9,,57761.59,584,1628,2212,2,"[""n > 0"", ""0 <= c <= n""]",
2026-01-15T00:58:19.113050,acsl_direct_Balanced,48.c,acsl_direct,qwen3max,qwen3-max,0.7,0.9,,2627.41,374,26,400,2,"[""0 <= c && c <= n"", ""n > 0""]",
2026-01-15T00:58:20.732209,autoverus_seahorn_v1_Balanced,48.c,autoverus_seahorn_v1,qwen3max,qwen3-max,0.7,0.9,,1618.3,454,16,470,3,"[""c >= 0"", ""c <= n"", ""n > 0""]",
2026-01-15T01:00:21.719199,loopy_termination_invariants_Balanced,48.c,loopy_termination_invariants,qwen3max,qwen3-max,0.7,0.9,,120985.9,734,3528,4262,0,[],
2026-01-15T01:01:20.790652,seahorn_cot_Balanced,48.c,seahorn_cot,qwen3max,qwen3-max,0.7,0.9,,59066.28,640,1590,2230,1,"[""0 <= c && c <= n""]",
2026-01-15T01:01:51.625919,seahorn_cot_fewshot_Balanced,48.c,seahorn_cot_fewshot,qwen3max,qwen3-max,0.7,0.9,,30831.85,861,871,1732,2,"[""n > 0"", ""0 <= c && c <= n""]",
2026-01-15T01:01:53.394058,seahorn_direct_Balanced,48.c,seahorn_direct,qwen3max,qwen3-max,0.7,0.9,,1766.95,426,35,461,3,"[""c >= 0"", ""c <= n || c == 1"", ""n > 0""]",
2026-01-15T06:25:10.660145,acsl_cot_Balanced,48.c,acsl_cot,glm47,glm-4.7,0.7,0.9,,7955.32,575,577,1152,2,"[""0 <= c"", ""c <= n""]",
2026-01-15T06:25:11.862611,acsl_direct_Balanced,48.c,acsl_direct,glm47,glm-4.7,0.7,0.9,,1201.55,366,30,396,3,"[""c >= 1"", ""c <= n"", ""n > 0""]",
