timestamp,experiment_name,target_file,source_path,source_file,loop_id,prompt_version,config_tag,model,temperature,top_p,max_tokens,latency_ms,prompt_tokens,completion_tokens,total_tokens,template_type,template_depth,parsed_configuration,raw_response_snippet
2026-01-16T16:25:09.452028,rf_template_Deterministic,1_pmt_yamlv2_extract.yml,loop_invariants/code2inv/1.c,,1,rf_template,glm47,glm-4.7,0.0,1.0,,2622.19,268,156,424,lnested,1,"{""type"": ""lnested"", ""depth"": 1, ""explanation"": ""Variable y increases by 1 in each iteration towards the fixed bound 100000, satisfying a single lexicographic component (100000 - y).""}","analysis: |   The loop condition is `y < 100000`. The variable `y` increases by 1 in every iteration: `y = y + 1`.   Since `y` is strictly increasing and has an upper bound (100000), the loop will eve"
2026-01-16T16:25:12.389446,rf_template_Balanced,1_pmt_yamlv2_extract.yml,loop_invariants/code2inv/1.c,,1,rf_template,glm47,glm-4.7,0.7,0.9,,2935.47,268,200,468,lnested,1,"{""type"": ""lnested"", ""depth"": 1, ""explanation"": ""The variable y increases monotonically (y = y + 1) until it reaches the fixed bound 100000, ensuring termination with a single ranking function.""}","analysis: |   The loop condition is `y < 100000`.   Inside the loop body, the variable `y` is incremented by `1` (`y = y + 1`).   The variable `x` is updated as `x = x + y`, which causes `x` to increa"
2026-01-16T16:25:15.602426,rf_template_Creative,1_pmt_yamlv2_extract.yml,loop_invariants/code2inv/1.c,,1,rf_template,glm47,glm-4.7,1.0,1.0,,3211.05,268,214,482,lnested,1,"{""type"": ""lnested"", ""depth"": 1, ""explanation"": ""The variable y strictly increases (y++) until it reaches the constant bound 100000, guaranteeing termination with a single ranking component (100000 - y).""}",analysis: |   The loop condition continues as long as `y < 100000`. The variable `y` is incremented by 1 in every iteration (`y = y + 1`). Since `y` starts at some value (implied 0 or concrete) and st
2026-01-16T16:25:16.627919,rf_template_autoverus_seahorn_v1_Deterministic,1_pmt_yamlv2_extract.yml,loop_invariants/code2inv/1.c,,1,rf_template_autoverus_seahorn_v1,glm47,glm-4.7,0.0,1.0,,1024.55,231,14,245,lnested,1,"{""type"": ""lnested"", ""depth"": 1}","configuration:   type: ""lnested""   depth: 1"
2026-01-16T16:25:17.785476,rf_template_autoverus_seahorn_v1_Balanced,1_pmt_yamlv2_extract.yml,loop_invariants/code2inv/1.c,,1,rf_template_autoverus_seahorn_v1,glm47,glm-4.7,0.7,0.9,,1156.58,231,14,245,lnested,1,"{""type"": ""lnested"", ""depth"": 1}","configuration:   type: ""lnested""   depth: 1"
2026-01-16T16:25:18.847737,rf_template_autoverus_seahorn_v1_Creative,1_pmt_yamlv2_extract.yml,loop_invariants/code2inv/1.c,,1,rf_template_autoverus_seahorn_v1,glm47,glm-4.7,1.0,1.0,,1061.33,231,14,245,lnested,1,"{""type"": ""lnested"", ""depth"": 1}","configuration:   type: ""lnested""   depth: 1"
2026-01-16T16:25:21.041397,rf_template_fewshot_Deterministic,1_pmt_yamlv2_extract.yml,loop_invariants/code2inv/1.c,,1,rf_template_fewshot,glm47,glm-4.7,0.0,1.0,,2192.1,476,104,580,lnested,1,"{""type"": ""lnested"", ""depth"": 1, ""explanation"": ""Single variable y increases monotonically toward bound 100000.""}","analysis: |   The loop variable y increases monotonically towards the bound 100000.   The condition y < 100000 depends only on y, which increases by 1 in every iteration.   While x also increases, it "
2026-01-16T16:25:23.831400,rf_template_fewshot_Balanced,1_pmt_yamlv2_extract.yml,loop_invariants/code2inv/1.c,,1,rf_template_fewshot,glm47,glm-4.7,0.7,0.9,,2788.18,476,142,618,lnested,1,"{""type"": ""lnested"", ""depth"": 1, ""explanation"": ""Single variable y increases monotonically toward the constant bound 100000.""}","analysis: |   The loop condition is `y < 100000`. In every iteration, `y` is incremented by 1 (`y = y + 1`). Since `y` starts below 100,000 and strictly increases, it will eventually reach 100,000, ca"
2026-01-16T16:25:26.256608,rf_template_fewshot_Creative,1_pmt_yamlv2_extract.yml,loop_invariants/code2inv/1.c,,1,rf_template_fewshot,glm47,glm-4.7,1.0,1.0,,2423.12,476,116,592,lnested,1,"{""type"": ""lnested"", ""depth"": 1, ""explanation"": ""Single variable monotone increase toward bound.""}","analysis: |   The loop guard `y < 100000` ensures termination as long as `y` strictly increases in every iteration.   Inside the loop body, `y` is updated to `y + 1`.   Therefore, `y` decreases the di"
2026-01-16T18:20:50.977969,rf_template_Deterministic,1_pmt_yamlv2_extract.yml,loop_invariants/code2inv/1.c,,1,rf_template,qwenplus,qwen-plus,0.0,1.0,,8866.28,279,359,638,lnested,1,"{""type"": ""lnested"", ""depth"": 1, ""explanation"": ""The loop terminates because `y` increases monotonically toward 100000. A single decreasing measure (e.g., 100000 - y) ensures termination. No lexicographic or multi-phase reasoning is needed.""}","```yaml analysis: |   The loop executes as long as `y < 100000`. Inside the loop:     - `y` is incremented by 1 in each iteration: `y = y + 1`.     - `x` is updated as `x = x + y`, which depends on th"
