timestamp,experiment_name,target_file,source_path,source_file,loop_id,prompt_version,config_tag,model,temperature,top_p,max_tokens,latency_ms,prompt_tokens,completion_tokens,total_tokens,template_type,template_depth,parsed_configuration,raw_response_snippet
2026-01-16T16:04:37.460737,rf_template_Deterministic,110_pmt_yamlv2_extract.yml,loop_invariants/code2inv/110.c,,1,rf_template,glm47,glm-4.7,0.0,1.0,,3461.15,267,204,471,lnested,1,"{""type"": ""lnested"", ""depth"": 1, ""explanation"": ""The variable i strictly increases towards the bound n. A single component lexicographic ranking using (n - i) captures the progress.""}","analysis: |   The loop updates both `i` and `sn` by incrementing them by 1 in each iteration.   `i` acts as the induction variable or counter, bounded by the constant `n`.   Since `i` strictly increas"
2026-01-16T16:04:41.067324,rf_template_Balanced,110_pmt_yamlv2_extract.yml,loop_invariants/code2inv/110.c,,1,rf_template,glm47,glm-4.7,0.7,0.9,,3604.58,267,220,487,lnested,1,"{""type"": ""lnested"", ""depth"": 1, ""explanation"": ""The variable i increases strictly and is bounded by n, so a single ranking function component (n - i) suffices.""}","analysis: |   The loop contains two variables, `i` and `sn`.   The loop condition is `i <= n`, implying that the loop terminates when `i` exceeds `n`.   Inside the loop body, both `i` and `sn` are inc"
2026-01-16T16:04:44.259267,rf_template_Creative,110_pmt_yamlv2_extract.yml,loop_invariants/code2inv/110.c,,1,rf_template,glm47,glm-4.7,1.0,1.0,,3190.11,267,178,445,lnested,1,"{""type"": ""lnested"", ""depth"": 1, ""explanation"": ""The variable i increases monotonically and is bounded by n, effectively decreasing the distance to the bound n - i. A simple lexicographic decrease with depth 1 is sufficient.""}","analysis: |   The loop condition is `i <= n`. Inside the loop body, variable `i` is incremented by `1` (`i = i + 1`), and variable `sn` is incremented by `1` (`sn = sn + 1`). The variable `n` remains "
2026-01-16T16:04:45.285350,rf_template_autoverus_seahorn_v1_Deterministic,110_pmt_yamlv2_extract.yml,loop_invariants/code2inv/110.c,,1,rf_template_autoverus_seahorn_v1,glm47,glm-4.7,0.0,1.0,,1024.9,230,14,244,lnested,1,"{""type"": ""lnested"", ""depth"": 1}","configuration:   type: ""lnested""   depth: 1"
2026-01-16T16:04:46.228724,rf_template_autoverus_seahorn_v1_Balanced,110_pmt_yamlv2_extract.yml,loop_invariants/code2inv/110.c,,1,rf_template_autoverus_seahorn_v1,glm47,glm-4.7,0.7,0.9,,942.31,230,14,244,lnested,1,"{""type"": ""lnested"", ""depth"": 1}","configuration:   type: ""lnested""   depth: 1"
2026-01-16T16:04:47.289094,rf_template_autoverus_seahorn_v1_Creative,110_pmt_yamlv2_extract.yml,loop_invariants/code2inv/110.c,,1,rf_template_autoverus_seahorn_v1,glm47,glm-4.7,1.0,1.0,,1059.76,230,14,244,lnested,1,"{""type"": ""lnested"", ""depth"": 1}","configuration:   type: ""lnested""   depth: 1"
2026-01-16T16:04:49.634121,rf_template_fewshot_Deterministic,110_pmt_yamlv2_extract.yml,loop_invariants/code2inv/110.c,,1,rf_template_fewshot,glm47,glm-4.7,0.0,1.0,,2344.09,475,110,585,lnested,1,"{""type"": ""lnested"", ""depth"": 1, ""explanation"": ""Single variable monotone toward bound.""}","```yaml analysis: |   The loop condition `i <= n` implies termination as `i` grows.    The body increments `i` by `i + 1`, which is a standard linear progression toward the fixed upper bound `n`.    T"
2026-01-16T16:04:52.560931,rf_template_fewshot_Balanced,110_pmt_yamlv2_extract.yml,loop_invariants/code2inv/110.c,,1,rf_template_fewshot,glm47,glm-4.7,0.7,0.9,,2925.4,475,109,584,lnested,1,"{""type"": ""lnested"", ""depth"": 1, ""explanation"": ""Single variable monotone progress (i increases toward bound n).""}",analysis: |   The loop increments both `i` and `sn` in every iteration. The loop condition `i <= n` ensures termination because `i` strictly increases and is bounded above by `n`. The variable `sn` al
2026-01-16T16:04:55.607442,rf_template_fewshot_Creative,110_pmt_yamlv2_extract.yml,loop_invariants/code2inv/110.c,,1,rf_template_fewshot,glm47,glm-4.7,1.0,1.0,,3044.74,475,159,634,lnested,1,"{""type"": ""lnested"", ""depth"": 1, ""explanation"": ""Single variable (i) increases monotonically towards a fixed bound (n+1).""}","analysis: |   The loop increments variables `i` and `sn` until the condition `i <= n` is violated.   The loop guard `i <= n` can be rewritten as `i < n + 1`, indicating that `i` increases towards `n +"
2026-01-16T17:43:10.415436,rf_template_Deterministic,110_pmt_yamlv2_extract.yml,loop_invariants/code2inv/110.c,,1,rf_template,qwenplus,qwen-plus,0.0,1.0,,6829.65,274,261,535,lnested,1,"{""type"": ""lnested"", ""depth"": 1, ""explanation"": ""The loop terminates because `i` increases by 1 each iteration until it exceeds `n`. A single decreasing metric, such as `n - i + 1`, ensures termination. No multiple phases or components are needed.""}","```yaml analysis: |   The loop executes as long as `i <= n`. Inside the loop, both `i` and `sn` are incremented by 1 in each iteration. The variable `i` increases monotonically toward `n + 1`, ensurin"
