timestamp,experiment_name,target_file,source_path,source_file,loop_id,prompt_version,config_tag,model,temperature,top_p,max_tokens,latency_ms,prompt_tokens,completion_tokens,total_tokens,template_type,template_depth,parsed_configuration,raw_response_snippet
2026-01-19T00:53:44.716144,rf_template_Deterministic,94_autoverus_seahorn_v1_inv.yml,loop_invariants/code2inv/94.c,94_pmt_yamlv2_extract.yml,1,rf_template,glm47,glm-4.7,0.0,1.0,,3217.6,297,204,501,lnested,1,"{""type"": ""lnested"", ""depth"": 1, ""explanation"": ""Variable i increases strictly on each iteration until it exceeds the fixed bound n, fitting a single-component lexicographic order.""}","analysis: |   The loop condition is `i <= n`. Inside the loop, `i` is strictly incremented (`i = i + 1`) and `j` is updated based on `i` (`j = j + i`).   Since `i` starts at some value (likely 0 or 1 "
2026-01-19T00:53:47.650018,rf_template_Balanced,94_autoverus_seahorn_v1_inv.yml,loop_invariants/code2inv/94.c,94_pmt_yamlv2_extract.yml,1,rf_template,glm47,glm-4.7,0.7,0.9,,2932.05,297,205,502,lnested,1,"{""type"": ""lnested"", ""depth"": 1, ""explanation"": ""The variable i strictly increases towards the bound n, while j is dependent on i. A single ranking function (n - i) captures the progress.""}","analysis: |   The loop condition is `i <= n`, and the body increments `i` by 1 (`i = i + 1`). This indicates that `i` strictly increases towards the upper bound `n`. The variable `j` is updated based "
2026-01-19T00:53:50.482957,rf_template_Creative,94_autoverus_seahorn_v1_inv.yml,loop_invariants/code2inv/94.c,94_pmt_yamlv2_extract.yml,1,rf_template,glm47,glm-4.7,1.0,1.0,,2830.98,297,179,476,lnested,1,"{""type"": ""lnested"", ""depth"": 1, ""explanation"": ""The variable i increases monotonically (i = i + 1) and is bounded by n. A single component ranking function (n - i) captures the progress towards the loop exit condition (i > n).""}","analysis: |   The loop iterates while `i <= n`. In each iteration, `i` increments by 1. The variable `j` increases as well, but it is dependent on `i` (specifically, it accumulates the value of `i`). "
2026-01-19T00:54:27.393655,rf_template_autoverus_seahorn_v1_Deterministic,94_autoverus_seahorn_v1_inv.yml,loop_invariants/code2inv/94.c,94_pmt_yamlv2_extract.yml,1,rf_template_autoverus_seahorn_v1,glm47,glm-4.7,0.0,1.0,,36909.85,260,14,274,lnested,1,"{""type"": ""lnested"", ""depth"": 1}","configuration:   type: ""lnested""   depth: 1"
2026-01-19T00:54:28.337441,rf_template_autoverus_seahorn_v1_Balanced,94_autoverus_seahorn_v1_inv.yml,loop_invariants/code2inv/94.c,94_pmt_yamlv2_extract.yml,1,rf_template_autoverus_seahorn_v1,glm47,glm-4.7,0.7,0.9,,942.84,260,14,274,lnested,1,"{""type"": ""lnested"", ""depth"": 1}","configuration:   type: ""lnested""   depth: 1"
2026-01-19T00:54:29.252638,rf_template_autoverus_seahorn_v1_Creative,94_autoverus_seahorn_v1_inv.yml,loop_invariants/code2inv/94.c,94_pmt_yamlv2_extract.yml,1,rf_template_autoverus_seahorn_v1,glm47,glm-4.7,1.0,1.0,,914.24,260,14,274,lnested,1,"{""type"": ""lnested"", ""depth"": 1}","configuration:   type: ""lnested""   depth: 1"
2026-01-19T00:54:31.242399,rf_template_fewshot_Deterministic,94_autoverus_seahorn_v1_inv.yml,loop_invariants/code2inv/94.c,94_pmt_yamlv2_extract.yml,1,rf_template_fewshot,glm47,glm-4.7,0.0,1.0,,1988.25,505,87,592,lnested,1,"{""type"": ""lnested"", ""depth"": 1, ""explanation"": ""Single monotone variable i drives termination.""}","analysis: |   The loop increments `i` monotonically until it reaches `n + 1`.   While `j` increases rapidly, the loop's termination is solely determined by `i` reaching the bound.   The expression `n "
2026-01-19T00:54:33.630215,rf_template_fewshot_Balanced,94_autoverus_seahorn_v1_inv.yml,loop_invariants/code2inv/94.c,94_pmt_yamlv2_extract.yml,1,rf_template_fewshot,glm47,glm-4.7,0.7,0.9,,2386.14,505,128,633,lnested,1,"{""type"": ""lnested"", ""depth"": 1, ""explanation"": ""Single variable i increases monotonically toward bound n.""}","analysis: |   The loop increments `i` by 1 in each iteration until `i` exceeds `n`. The variable `j` depends on `i` (specifically, `j` increases as `i` increases). Since `i` is strictly increasing and"
2026-01-19T00:54:36.007771,rf_template_fewshot_Creative,94_autoverus_seahorn_v1_inv.yml,loop_invariants/code2inv/94.c,94_pmt_yamlv2_extract.yml,1,rf_template_fewshot,glm47,glm-4.7,1.0,1.0,,2375.97,505,120,625,lnested,1,"{""type"": ""lnested"", ""depth"": 1, ""explanation"": ""Single variable monotone progress.""}","analysis: |   The loop condition `i <= n` ensures termination as variable `i` is strictly increasing (`i = i + 1`) in every iteration.   Although `j` increases quadratically based on `i`, the progress"
2026-01-19T04:44:34.486248,rf_template_Deterministic,94_autoverus_seahorn_v1_inv.yml,loop_invariants/code2inv/94.c,94_pmt_yamlv2_extract.yml,1,rf_template,qwenplus,qwen-plus,0.0,1.0,,7797.78,304,341,645,lnested,1,"{""type"": ""lnested"", ""depth"": 1, ""explanation"": ""The variable i increases from an initial value (likely 0 or 1) toward n+1, so the quantity (n - i + 1) decreases linearly to 0. A single decreasing expression suffices to prove termination.""}","```yaml analysis: |   The loop updates i and j as follows:     i = i + 1     j = j + i    The condition is (i <= n), so the loop continues while i is at most n.   We are given the invariant: j == (i *"
2026-01-19T04:44:41.337150,rf_template_Balanced,94_autoverus_seahorn_v1_inv.yml,loop_invariants/code2inv/94.c,94_pmt_yamlv2_extract.yml,1,rf_template,qwenplus,qwen-plus,0.7,0.9,,6848.58,304,297,601,lnested,1,"{""type"": ""lnested"", ""depth"": 1, ""explanation"": ""The loop terminates because i increases by 1 each iteration until it exceeds n. A single decreasing metric (n - i + 1) captures this progress. Thus, lnested with depth 1 is sufficient.""}","```yaml analysis: |   The loop updates i and j as follows:     i = i + 1     j = j + i    The loop runs while i <= n. We assume that initially i ≤ n, and over the iterations, i increases by 1 each tim"
2026-01-19T04:44:49.235000,rf_template_Creative,94_autoverus_seahorn_v1_inv.yml,loop_invariants/code2inv/94.c,94_pmt_yamlv2_extract.yml,1,rf_template,qwenplus,qwen-plus,1.0,1.0,,7895.36,304,341,645,lnested,1,"{""type"": ""lnested"", ""depth"": 1, ""explanation"": ""Termination is governed by i increasing to n; a single ranking component (n - i + 1) suffices. No lexicographic or multi-phase behavior is present.""}","```yaml analysis: |   The loop updates i and j as follows:     i = i + 1     j = j + i    We are given the invariant: j == (i * (i + 1)) / 2, which matches the formula for the sum of the first i posit"
2026-01-19T04:44:50.406680,rf_template_autoverus_seahorn_v1_Deterministic,94_autoverus_seahorn_v1_inv.yml,loop_invariants/code2inv/94.c,94_pmt_yamlv2_extract.yml,1,rf_template_autoverus_seahorn_v1,qwenplus,qwen-plus,0.0,1.0,,1170.66,267,14,281,lnested,1,"{""type"": ""lnested"", ""depth"": 1}","configuration:   type: ""lnested""   depth: 1"
2026-01-19T04:44:51.278299,rf_template_autoverus_seahorn_v1_Balanced,94_autoverus_seahorn_v1_inv.yml,loop_invariants/code2inv/94.c,94_pmt_yamlv2_extract.yml,1,rf_template_autoverus_seahorn_v1,qwenplus,qwen-plus,0.7,0.9,,870.61,267,14,281,lnested,1,"{""type"": ""lnested"", ""depth"": 1}","configuration:   type: ""lnested""   depth: 1"
2026-01-19T04:44:52.220071,rf_template_autoverus_seahorn_v1_Creative,94_autoverus_seahorn_v1_inv.yml,loop_invariants/code2inv/94.c,94_pmt_yamlv2_extract.yml,1,rf_template_autoverus_seahorn_v1,qwenplus,qwen-plus,1.0,1.0,,940.75,267,14,281,lnested,1,"{""type"": ""lnested"", ""depth"": 1}","configuration:   type: ""lnested""   depth: 1"
2026-01-19T04:44:57.301053,rf_template_fewshot_Deterministic,94_autoverus_seahorn_v1_inv.yml,loop_invariants/code2inv/94.c,94_pmt_yamlv2_extract.yml,1,rf_template_fewshot,qwenplus,qwen-plus,0.0,1.0,,5079.05,515,198,713,lnested,1,"{""type"": ""lnested"", ""depth"": 1, ""explanation"": ""Termination is governed by i increasing toward n; single linear progress with respect to the bound n.""}","```yaml analysis: |   The loop updates i by incrementing it (i = i + 1), and j is updated as j = j + i, which accumulates the sum of integers from 1 to i.    Given the invariant j == (i * (i + 1)) / 2"
2026-01-19T04:45:01.152371,rf_template_fewshot_Balanced,94_autoverus_seahorn_v1_inv.yml,loop_invariants/code2inv/94.c,94_pmt_yamlv2_extract.yml,1,rf_template_fewshot,qwenplus,qwen-plus,0.7,0.9,,3850.42,515,159,674,lnested,1,"{""type"": ""lnested"", ""depth"": 1, ""explanation"": ""Single monotonic progress: i increases toward n; no lexicographic or phase-based complexity needed.""}","```yaml analysis: |   The loop variable i increases monotonically toward n, and the loop condition is (i <= n).    Once i exceeds n, the loop terminates. Although j is also updated in each iteration, "
2026-01-19T04:45:06.184488,rf_template_fewshot_Creative,94_autoverus_seahorn_v1_inv.yml,loop_invariants/code2inv/94.c,94_pmt_yamlv2_extract.yml,1,rf_template_fewshot,qwenplus,qwen-plus,1.0,1.0,,5030.25,515,228,743,lnested,1,"{""type"": ""lnested"", ""depth"": 1, ""explanation"": ""Single monotonic progression of i toward upper bound n; one-dimensional lexicographic ranking suffices.""}","```yaml analysis: |   The loop updates i by incrementing it (i = i + 1), and j is updated as j = j + i, which accumulates the sum of integers from 1 to i.    From the invariant ""j == (i * (i + 1)) / 2"
2026-01-19T10:32:42.190042,rf_template_Deterministic,94_autoverus_seahorn_v1_inv.yml,loop_invariants/code2inv/94.c,94_pmt_yamlv2_extract.yml,1,rf_template,qwenmax,qwen3-max,0.0,1.0,,9384.31,304,257,561,lnested,1,"{""type"": ""lnested"", ""depth"": 1, ""explanation"": ""The loop terminates due to a single variable i monotonically increasing toward a fixed bound n. A single-component ranking function suffices.""}","```yaml analysis: |   The loop increments i by 1 each iteration, starting from some initial value (likely 0 or 1) until i > n.   Since i is strictly increasing and bounded above by n, the loop will te"
2026-01-19T10:32:51.252183,rf_template_Balanced,94_autoverus_seahorn_v1_inv.yml,loop_invariants/code2inv/94.c,94_pmt_yamlv2_extract.yml,1,rf_template,qwenmax,qwen3-max,0.7,0.9,,9060.13,304,217,521,lnested,1,"{""type"": ""lnested"", ""depth"": 1, ""explanation"": ""Termination is ensured by the monotonic increase of i toward n; a single decreasing expression (e.g., n - i) suffices.""}","```yaml analysis: |   The loop increments i by 1 each iteration, starting from some initial value (likely 0 or positive, given the invariant i >= 0) until i > n.   Since i increases monotonically and "
2026-01-19T10:32:58.040279,rf_template_Creative,94_autoverus_seahorn_v1_inv.yml,loop_invariants/code2inv/94.c,94_pmt_yamlv2_extract.yml,1,rf_template,qwenmax,qwen3-max,1.0,1.0,,6786.72,304,208,512,lnested,1,"{""type"": ""lnested"", ""depth"": 1, ""explanation"": ""The loop terminates due to i strictly increasing toward n; a simple linear ranking function like n - i suffices.""}","```yaml analysis: |   The loop increments i by 1 each iteration, starting from some initial value (likely 0 or 1) until i > n.   Since i is strictly increasing and bounded above by n, the loop will te"
2026-01-19T10:32:59.718831,rf_template_autoverus_seahorn_v1_Deterministic,94_autoverus_seahorn_v1_inv.yml,loop_invariants/code2inv/94.c,94_pmt_yamlv2_extract.yml,1,rf_template_autoverus_seahorn_v1,qwenmax,qwen3-max,0.0,1.0,,1677.63,267,14,281,lnested,1,"{""type"": ""lnested"", ""depth"": 1}","configuration:   type: ""lnested""   depth: 1"
2026-01-19T10:33:01.563944,rf_template_autoverus_seahorn_v1_Balanced,94_autoverus_seahorn_v1_inv.yml,loop_invariants/code2inv/94.c,94_pmt_yamlv2_extract.yml,1,rf_template_autoverus_seahorn_v1,qwenmax,qwen3-max,0.7,0.9,,1844.15,267,14,281,lnested,1,"{""type"": ""lnested"", ""depth"": 1}","configuration:   type: ""lnested""   depth: 1"
