timestamp,experiment_name,target_file,source_path,source_file,loop_id,prompt_version,config_tag,model,temperature,top_p,max_tokens,latency_ms,prompt_tokens,completion_tokens,total_tokens,template_type,template_depth,parsed_configuration,raw_response_snippet
2026-01-16T17:34:38.149005,rf_template_Deterministic,98_pmt_yamlv2_extract.yml,loop_invariants/code2inv/98.c,,1,rf_template,glm47,glm-4.7,0.0,1.0,,8046.93,266,301,567,lnested,1,"{""type"": ""lnested"", ""depth"": 1, ""explanation"": ""Variable i increases monotonically (i = i + 1) until it exceeds x. This single-variable progression ensures termination. The update to j is dependent on i's progress.""}","analysis: |   The loop condition is `i <= x`, meaning the loop continues as long as `i` is less than or equal to `x`.   Inside the loop, variable `i` is increased by 1: `i = i + 1`. Since `i` increase"
2026-01-16T17:34:48.248620,rf_template_Balanced,98_pmt_yamlv2_extract.yml,loop_invariants/code2inv/98.c,,1,rf_template,glm47,glm-4.7,0.7,0.9,,10097.74,266,233,499,lnested,1,"{""type"": ""lnested"", ""depth"": 1, ""explanation"": ""The loop terminates because i increases strictly towards x. A single ranking function (x - i) is sufficient.""}","analysis: |   The loop condition `i <= x` indicates that the loop continues as long as `i` is less than or equal to `x`.   Inside the loop body, `i` is incremented by 1 (`i = i + 1`).   Since `i` incr"
2026-01-16T17:34:52.480406,rf_template_Creative,98_pmt_yamlv2_extract.yml,loop_invariants/code2inv/98.c,,1,rf_template,glm47,glm-4.7,1.0,1.0,,4229.79,266,209,475,lnested,1,"{""type"": ""lnested"", ""depth"": 1, ""explanation"": ""The loop terminates because i strictly increases, i <= x eventually becomes false. A single ranking function (x - i) suffices.""}","analysis: |   The loop condition depends solely on variable `i` (`i <= x`). Inside the loop body, `i` is strictly increased by 1 (`i = i + 1`), while `j` is modified independently (`j = j + y`). Since"
2026-01-16T17:34:53.439738,rf_template_autoverus_seahorn_v1_Deterministic,98_pmt_yamlv2_extract.yml,loop_invariants/code2inv/98.c,,1,rf_template_autoverus_seahorn_v1,glm47,glm-4.7,0.0,1.0,,958.19,229,14,243,lnested,1,"{""type"": ""lnested"", ""depth"": 1}","configuration:   type: ""lnested""   depth: 1"
2026-01-16T17:34:54.419996,rf_template_autoverus_seahorn_v1_Balanced,98_pmt_yamlv2_extract.yml,loop_invariants/code2inv/98.c,,1,rf_template_autoverus_seahorn_v1,glm47,glm-4.7,0.7,0.9,,979.07,229,14,243,lnested,1,"{""type"": ""lnested"", ""depth"": 1}","configuration:   type: ""lnested""   depth: 1"
2026-01-16T17:34:55.438848,rf_template_autoverus_seahorn_v1_Creative,98_pmt_yamlv2_extract.yml,loop_invariants/code2inv/98.c,,1,rf_template_autoverus_seahorn_v1,glm47,glm-4.7,1.0,1.0,,1017.96,229,14,243,lnested,1,"{""type"": ""lnested"", ""depth"": 1}","configuration:   type: ""lnested""   depth: 1"
2026-01-16T17:34:58.334661,rf_template_fewshot_Deterministic,98_pmt_yamlv2_extract.yml,loop_invariants/code2inv/98.c,,1,rf_template_fewshot,glm47,glm-4.7,0.0,1.0,,2893.93,474,113,587,lnested,1,"{""type"": ""lnested"", ""depth"": 1, ""explanation"": ""Single variable (i) increases monotonically toward a fixed bound (x).""}","analysis: |   Variable i strictly increases in each iteration. The loop guard checks i <= x. Since x is not modified inside the loop, i acts as a standard counter increasing toward the fixed bound x. "
2026-01-16T17:35:00.828805,rf_template_fewshot_Balanced,98_pmt_yamlv2_extract.yml,loop_invariants/code2inv/98.c,,1,rf_template_fewshot,glm47,glm-4.7,0.7,0.9,,2492.54,474,101,575,lnested,1,"{""type"": ""lnested"", ""depth"": 1, ""explanation"": ""Single variable i increases monotonically towards bound x.""}","analysis: |   The loop condition `i <= x` ensures that `i` increases monotonically towards the upper bound `x`. The variable `j` also changes, but its progression does not affect the loop's exit condi"
2026-01-16T17:35:05.093756,rf_template_fewshot_Creative,98_pmt_yamlv2_extract.yml,loop_invariants/code2inv/98.c,,1,rf_template_fewshot,glm47,glm-4.7,1.0,1.0,,4263.26,474,151,625,lnested,1,"{""type"": ""lnested"", ""depth"": 1, ""explanation"": ""Single variable i increases monotonically toward bound x.""}","analysis: |   The loop executes while `i <= x`. Inside the loop, `i` is strictly increased by `i + 1` and `j` is strictly increased by `j + y`. Since the loop condition depends solely on `i` relative "
2026-01-16T21:04:19.413983,rf_template_Deterministic,98_pmt_yamlv2_extract.yml,loop_invariants/code2inv/98.c,,1,rf_template,qwenplus,qwen-plus,0.0,1.0,,6239.44,273,287,560,lnested,1,"{""type"": ""lnested"", ""depth"": 1, ""explanation"": ""Termination is determined by the monotonic increase of `i` until it exceeds `x`. A single ranking component suffices to capture this linear decrease in the distance to the bound.""}","```yaml analysis: |   The loop runs while `i <= x`, and in each iteration, `i` is incremented by 1 (`i = i + 1`). Assuming `x` is fixed and `i` starts below or equal to `x`, the value of `i` increases"
